identifier,name,token,synsets
TA0002,Execution,Execution,['execution.n.03']
TA0003,Persistence,Persistence,"['continuity.n.03', 'perseverance.n.02']"
TA0004,Privilege Escalation,Privilege,"['privilege.n.01', 'prerogative.n.01']"
TA0004,Privilege Escalation,Escalation,['escalation.n.01']
TA0005,Defense Evasion,Defense,"['defense.n.02', 'refutation.n.01', 'defense.n.09', 'defensive_structure.n.01', 'defense.n.12']"
TA0005,Defense Evasion,Evasion,"['evasion.n.03', 'evasion.n.04']"
TA0006,Credential Access,Credential,['certificate.n.01']
TA0006,Credential Access,Access,"['entree.n.02', 'access.n.02', 'access.n.05', 'access.n.06', 'access.v.01', 'access.v.02']"
TA0007,Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
TA0008,Lateral Movement,Lateral,['lateral.s.01']
TA0008,Lateral Movement,Movement,"['motion.n.06', 'movement.n.03', 'movement.n.11']"
TA0009,Collection,Collection,['collection.n.04']
TA0010,Exfiltration,Exfiltration,[]
TA0011,Command and Control,Command,"['command.n.01', 'command.n.03', 'command.n.05', 'instruction.n.04', 'command.v.01', 'command.v.02', 'control.v.01']"
TA0011,Command and Control,and,[]
TA0011,Command and Control,Control,"['control.n.01', 'control.n.02', 'control.n.05', 'dominance.n.02', 'control.n.09', 'control.v.01', 'operate.v.03', 'manipulate.v.05']"
TA0040,Impact,Impact,"['impact.n.02', 'impingement.n.01', 'affect.v.01']"
TA0042,Resource Development,Resource,"['resource.n.01', 'resource.n.02']"
TA0042,Resource Development,Development,"['development.n.01', 'development.n.02', 'development.n.07']"
TA0043,Reconnaissance,Reconnaissance,['reconnaissance.n.01']
