identifier,name,token,synsets
T1564.001,Hidden Files and Directories,Hidden,"['hide.v.01', 'hide.v.02', 'shroud.v.01', 'obscure.v.05', 'concealed.s.01', 'hidden.s.02', 'hidden.s.03']"
T1564.001,Hidden Files and Directories,Files,['file.n.01']
T1564.001,Hidden Files and Directories,and,[]
T1564.001,Hidden Files and Directories,Directories,['directory.n.02']
T1564.002,Hidden Users,Hidden,"['hide.v.01', 'hide.v.02', 'shroud.v.01', 'obscure.v.05', 'concealed.s.01', 'hidden.s.02', 'hidden.s.03']"
T1564.002,Hidden Users,Users,['user.n.01']
T1564.003,Hidden Window,Hidden,"['hide.v.01', 'hide.v.02', 'shroud.v.01', 'obscure.v.05', 'concealed.s.01', 'hidden.s.02', 'hidden.s.03']"
T1564.003,Hidden Window,Window,['window.n.08']
T1564.004,NTFS File Attributes,NTFS,[]
T1564.004,NTFS File Attributes,File,['file.n.01']
T1564.004,NTFS File Attributes,Attributes,"['property.n.04', 'attribute.n.02']"
T1564.005,Hidden File System,Hidden,"['hide.v.01', 'hide.v.02', 'shroud.v.01', 'obscure.v.05', 'concealed.s.01', 'hidden.s.02', 'hidden.s.03']"
T1564.005,Hidden File System,File,['file.n.01']
T1564.005,Hidden File System,System,['system.n.01']
T1564.006,Run Virtual Instance,Run,"['operate.v.01', 'function.v.01', 'run.v.13', 'run.v.15', 'run.v.19', 'run.v.21', 'move.v.13']"
T1564.006,Run Virtual Instance,Virtual,['virtual.s.02']
T1564.006,Run Virtual Instance,Instance,['example.n.01']
T1564.007,VBA Stomping,VBA,[]
T1564.007,VBA Stomping,Stomping,['stomp.v.01']
T1564.008,Email Hiding Rules,Email,"['electronic_mail.n.01', 'e-mail.v.01']"
T1564.008,Email Hiding Rules,Hiding,"['concealment.n.03', 'hiding.n.02', 'hide.v.01', 'hide.v.02', 'shroud.v.01', 'obscure.v.05']"
T1564.008,Email Hiding Rules,Rules,"['rule.n.01', 'rule.n.03', 'govern.v.03']"
T1564.009,Resource Forking,Resource,"['resource.n.01', 'resource.n.02']"
T1564.009,Resource Forking,Forking,"['furcation.n.01', 'branching.n.01', 'branch.v.02']"
T1565,Data Manipulation,Data,"['data.n.01', 'datum.n.01']"
T1565,Data Manipulation,Manipulation,['manipulation.n.01']
T1565.001,Stored Data Manipulation,Stored,"['store.v.01', 'store.v.02']"
T1565.001,Stored Data Manipulation,Data,"['data.n.01', 'datum.n.01']"
T1565.001,Stored Data Manipulation,Manipulation,['manipulation.n.01']
T1565.002,Transmitted Data Manipulation,Transmitted,"['convey.v.03', 'impart.v.03', 'air.v.03', 'transmit.v.04']"
T1565.002,Transmitted Data Manipulation,Data,"['data.n.01', 'datum.n.01']"
T1565.002,Transmitted Data Manipulation,Manipulation,['manipulation.n.01']
T1565.003,Runtime Data Manipulation,Runtime,[]
T1565.003,Runtime Data Manipulation,Data,"['data.n.01', 'datum.n.01']"
T1565.003,Runtime Data Manipulation,Manipulation,['manipulation.n.01']
T1566,Phishing,Phishing,[]
T1566.001,Spearphishing Attachment,Spearphishing,[]
T1566.001,Spearphishing Attachment,Attachment,"['attachment.n.02', 'attachment.n.06']"
T1566.002,Spearphishing Link,Spearphishing,[]
T1566.002,Spearphishing Link,Link,['link.n.06']
T1566.003,Spearphishing via Service,Spearphishing,[]
T1566.003,Spearphishing via Service,via,[]
T1566.003,Spearphishing via Service,Service,[]
T1567,Exfiltration Over Web Service,Exfiltration,[]
T1567,Exfiltration Over Web Service,Over,[]
T1567,Exfiltration Over Web Service,Web,"['network.n.01', 'world_wide_web.n.01']"
T1567,Exfiltration Over Web Service,Service,[]
T1567.001,Exfiltration to Code Repository,Exfiltration,[]
T1567.001,Exfiltration to Code Repository,to,[]
T1567.001,Exfiltration to Code Repository,Code,['code.n.03']
T1567.001,Exfiltration to Code Repository,Repository,['depository.n.01']
T1567.002,Exfiltration to Cloud Storage,Exfiltration,[]
T1567.002,Exfiltration to Cloud Storage,to,[]
T1567.002,Exfiltration to Cloud Storage,Cloud,[]
T1567.002,Exfiltration to Cloud Storage,Storage,"['storage.n.01', 'storehouse.n.01', 'storage.n.03', 'storage.n.04', 'memory.n.04']"
T1568,Dynamic Resolution,Dynamic,['dynamic.a.02']
T1568,Dynamic Resolution,Resolution,['solution.n.02']
T1568.001,Fast Flux DNS,Fast,[]
T1568.001,Fast Flux DNS,Flux,[]
T1568.001,Fast Flux DNS,DNS,[]
T1568.002,Domain Generation Algorithms,Domain,[]
T1568.002,Domain Generation Algorithms,Generation,"['genesis.n.01', 'generation.n.07']"
T1568.002,Domain Generation Algorithms,Algorithms,['algorithm.n.01']
T1568.003,DNS Calculation,DNS,[]
T1568.003,DNS Calculation,Calculation,"['calculation.n.01', 'calculation.n.02', 'calculation.n.03']"
T1569,System Services,System,['system.n.01']
T1569,System Services,Services,[]
T1569.001,Launchctl,Launchctl,[]
T1569.002,Service Execution,Service,[]
T1569.002,Service Execution,Execution,['execution.n.03']
T1570,Lateral Tool Transfer,Lateral,['lateral.s.01']
T1570,Lateral Tool Transfer,Tool,"['tool.n.01', 'instrument.n.02']"
T1570,Lateral Tool Transfer,Transfer,"['transfer.n.02', 'transfer.n.03', 'transfer.v.02', 'transfer.v.04', 'transmit.v.04']"
T1571,Non-Standard Port,Non,['not.r.01']
T1571,Non-Standard Port,-,[]
T1571,Non-Standard Port,Standard,"['standard.s.02', 'standard.a.03', 'standard.s.05']"
T1571,Non-Standard Port,Port,['interface.n.04']
T1572,Protocol Tunneling,Protocol,['protocol.n.01']
T1572,Protocol Tunneling,Tunneling,['tunnel.v.02']
T1573,Encrypted Channel,Encrypted,['code.v.02']
T1573,Encrypted Channel,Channel,"['channel.n.01', 'channel.n.05']"
T1573.001,Symmetric Cryptography,Symmetric,['symmetrical.a.01']
T1573.001,Symmetric Cryptography,Cryptography,"['cryptanalysis.n.01', 'cryptography.n.02']"
T1573.002,Asymmetric Cryptography,Asymmetric,['asymmetrical.a.01']
T1573.002,Asymmetric Cryptography,Cryptography,"['cryptanalysis.n.01', 'cryptography.n.02']"
T1574,Hijack Execution Flow,Hijack,['hijack.v.02']
T1574,Hijack Execution Flow,Execution,['execution.n.03']
T1574,Hijack Execution Flow,Flow,"['flow.n.03', 'flow.n.04', 'flow.v.01']"
T1574.001,DLL Search Order Hijacking,DLL,[]
T1574.001,DLL Search Order Hijacking,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02', 'search.v.04']"
T1574.001,DLL Search Order Hijacking,Order,"['ordering.n.01', 'order.n.15', 'order.v.06']"
T1574.001,DLL Search Order Hijacking,Hijacking,['hijack.v.02']
T1574.002,DLL Side-Loading,DLL,[]
T1574.002,DLL Side-Loading,Side,['side.a.01']
T1574.002,DLL Side-Loading,-,[]
T1574.002,DLL Side-Loading,Loading,['load.v.03']
T1574.004,Dylib Hijacking,Dylib,[]
T1574.004,Dylib Hijacking,Hijacking,['hijack.v.02']
T1574.005,Executable Installer File Permissions Weakness,Executable,['feasible.s.01']
T1574.005,Executable Installer File Permissions Weakness,Installer,[]
T1574.005,Executable Installer File Permissions Weakness,File,['file.n.01']
T1574.005,Executable Installer File Permissions Weakness,Permissions,"['permission.n.01', 'license.n.04']"
T1574.005,Executable Installer File Permissions Weakness,Weakness,['failing.n.01']
T1574.006,Dynamic Linker Hijacking,Dynamic,['dynamic.a.02']
T1574.006,Dynamic Linker Hijacking,Linker,[]
T1574.006,Dynamic Linker Hijacking,Hijacking,['hijack.v.02']
T1574.007,Path Interception by PATH Environment Variable,Path,[]
T1574.007,Path Interception by PATH Environment Variable,Interception,['interception.n.01']
T1574.007,Path Interception by PATH Environment Variable,by,[]
T1574.007,Path Interception by PATH Environment Variable,PATH,[]
T1574.007,Path Interception by PATH Environment Variable,Environment,[]
T1574.007,Path Interception by PATH Environment Variable,Variable,[]
T1574.008,Path Interception by Search Order Hijacking,Path,[]
T1574.008,Path Interception by Search Order Hijacking,Interception,['interception.n.01']
T1574.008,Path Interception by Search Order Hijacking,by,[]
T1574.008,Path Interception by Search Order Hijacking,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02', 'search.v.04']"
T1574.008,Path Interception by Search Order Hijacking,Order,"['ordering.n.01', 'order.n.15', 'order.v.06']"
T1574.008,Path Interception by Search Order Hijacking,Hijacking,['hijack.v.02']
T1574.009,Path Interception by Unquoted Path,Path,[]
T1574.009,Path Interception by Unquoted Path,Interception,['interception.n.01']
T1574.009,Path Interception by Unquoted Path,by,[]
T1574.009,Path Interception by Unquoted Path,Unquoted,[]
T1574.009,Path Interception by Unquoted Path,Path,[]
T1574.010,Services File Permissions Weakness,Services,[]
T1574.010,Services File Permissions Weakness,File,['file.n.01']
T1574.010,Services File Permissions Weakness,Permissions,"['permission.n.01', 'license.n.04']"
T1574.010,Services File Permissions Weakness,Weakness,['failing.n.01']
T1574.011,Services Registry Permissions Weakness,Services,[]
T1574.011,Services Registry Permissions Weakness,Registry,['register.n.01']
T1574.011,Services Registry Permissions Weakness,Permissions,"['permission.n.01', 'license.n.04']"
T1574.011,Services Registry Permissions Weakness,Weakness,['failing.n.01']
T1574.012,COR_PROFILER,COR_PROFILER,[]
T1578,Modify Cloud Compute Infrastructure,Modify,['change.v.01']
T1578,Modify Cloud Compute Infrastructure,Cloud,[]
T1578,Modify Cloud Compute Infrastructure,Compute,['calculate.v.01']
T1578,Modify Cloud Compute Infrastructure,Infrastructure,['infrastructure.n.01']
T1578.001,Create Snapshot,Create,"['make.v.03', 'create.v.02', 'create.v.05', 'produce.v.02']"
T1578.001,Create Snapshot,Snapshot,['snapshot.n.01']
T1578.002,Create Cloud Instance,Create,"['make.v.03', 'create.v.02', 'create.v.05', 'produce.v.02']"
T1578.002,Create Cloud Instance,Cloud,[]
T1578.002,Create Cloud Instance,Instance,['example.n.01']
T1578.003,Delete Cloud Instance,Delete,"['delete.v.01', 'erase.v.03', 'edit.v.04']"
T1578.003,Delete Cloud Instance,Cloud,[]
T1578.003,Delete Cloud Instance,Instance,['example.n.01']
T1578.004,Revert Cloud Instance,Revert,['revert.v.01']
T1578.004,Revert Cloud Instance,Cloud,[]
T1578.004,Revert Cloud Instance,Instance,['example.n.01']
T1580,Cloud Infrastructure Discovery,Cloud,[]
T1580,Cloud Infrastructure Discovery,Infrastructure,['infrastructure.n.01']
T1580,Cloud Infrastructure Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1583,Acquire Infrastructure,Acquire,['get.v.01']
T1583,Acquire Infrastructure,Infrastructure,['infrastructure.n.01']
T1583.001,Domains,Domains,[]
T1583.002,DNS Server,DNS,[]
T1583.002,DNS Server,Server,['server.n.03']
T1583.003,Virtual Private Server,Virtual,['virtual.s.02']
T1583.003,Virtual Private Server,Private,"['private.a.01', 'private.s.02', 'individual.s.04', 'secret.s.05']"
T1583.003,Virtual Private Server,Server,['server.n.03']
T1583.004,Server,Server,['server.n.03']
T1583.005,Botnet,Botnet,[]
T1583.006,Web Services,Web,"['network.n.01', 'world_wide_web.n.01']"
T1583.006,Web Services,Services,[]
T1584,Compromise Infrastructure,Compromise,['compromise.v.03']
T1584,Compromise Infrastructure,Infrastructure,['infrastructure.n.01']
T1584.001,Domains,Domains,[]
T1584.002,DNS Server,DNS,[]
T1584.002,DNS Server,Server,['server.n.03']
T1584.003,Virtual Private Server,Virtual,['virtual.s.02']
T1584.003,Virtual Private Server,Private,"['private.a.01', 'private.s.02', 'individual.s.04', 'secret.s.05']"
T1584.003,Virtual Private Server,Server,['server.n.03']
T1584.004,Server,Server,['server.n.03']
T1584.005,Botnet,Botnet,[]
T1584.006,Web Services,Web,"['network.n.01', 'world_wide_web.n.01']"
T1584.006,Web Services,Services,[]
T1585,Establish Accounts,Establish,"['establish.v.01', 'establish.v.02', 'establish.v.05', 'build.v.03']"
T1585,Establish Accounts,Accounts,['account.n.03']
T1585.001,Social Media Accounts,Social,['social.a.01']
T1585.001,Social Media Accounts,Media,"['medium.n.01', 'medium.n.10']"
T1585.001,Social Media Accounts,Accounts,['account.n.03']
T1585.002,Email Accounts,Email,"['electronic_mail.n.01', 'e-mail.v.01']"
T1585.002,Email Accounts,Accounts,['account.n.03']
T1586,Compromise Accounts,Compromise,['compromise.v.03']
T1586,Compromise Accounts,Accounts,['account.n.03']
T1586.001,Social Media Accounts,Social,['social.a.01']
T1586.001,Social Media Accounts,Media,"['medium.n.01', 'medium.n.10']"
T1586.001,Social Media Accounts,Accounts,['account.n.03']
T1586.002,Email Accounts,Email,"['electronic_mail.n.01', 'e-mail.v.01']"
T1586.002,Email Accounts,Accounts,['account.n.03']
T1587,Develop Capabilities,Develop,"['develop.v.03', 'build_up.v.05', 'develop.v.10', 'develop.v.13', 'develop.v.17', 'develop.v.18']"
T1587,Develop Capabilities,Capabilities,"['capability.n.01', 'capability.n.03']"
T1587.001,Malware,Malware,[]
T1587.002,Code Signing Certificates,Code,['code.n.03']
T1587.002,Code Signing Certificates,Signing,"['sign.v.01', 'sign.v.02']"
T1587.002,Code Signing Certificates,Certificates,"['certificate.n.01', 'certificate.v.02']"
T1587.003,Digital Certificates,Digital,['digital.a.03']
T1587.003,Digital Certificates,Certificates,"['certificate.n.01', 'certificate.v.02']"
T1587.004,Exploits,Exploits,['exploit.v.01']
T1588,Obtain Capabilities,Obtain,['obtain.v.01']
T1588,Obtain Capabilities,Capabilities,"['capability.n.01', 'capability.n.03']"
T1588.001,Malware,Malware,[]
T1588.002,Tool,Tool,"['tool.n.01', 'instrument.n.02']"
T1588.003,Code Signing Certificates,Code,['code.n.03']
T1588.003,Code Signing Certificates,Signing,"['sign.v.01', 'sign.v.02']"
T1588.003,Code Signing Certificates,Certificates,"['certificate.n.01', 'certificate.v.02']"
T1588.004,Digital Certificates,Digital,['digital.a.03']
T1588.004,Digital Certificates,Certificates,"['certificate.n.01', 'certificate.v.02']"
T1588.005,Exploits,Exploits,['exploit.v.01']
T1588.006,Vulnerabilities,Vulnerabilities,"['vulnerability.n.01', 'vulnerability.n.02']"
T1589,Gather Victim Identity Information,Gather,"['gather.n.02', 'gather.v.01', 'accumulate.v.02', 'gain.v.07']"
T1589,Gather Victim Identity Information,Victim,"['victim.n.01', 'victim.n.02']"
T1589,Gather Victim Identity Information,Identity,['identity.n.02']
T1589,Gather Victim Identity Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
T1589.001,Credentials,Credentials,"['certificate.n.01', 'certificate.n.01']"
T1589.002,Email Addresses,Email,"['electronic_mail.n.01', 'e-mail.v.01']"
T1589.002,Email Addresses,Addresses,"['address.n.01', 'address.n.02', 'address.v.03', 'address.v.07']"
T1589.003,Employee Names,Employee,['employee.n.01']
T1589.003,Employee Names,Names,"['name.n.01', 'name.n.03']"
T1590,Gather Victim Network Information,Gather,"['gather.n.02', 'gather.v.01', 'accumulate.v.02', 'gain.v.07']"
T1590,Gather Victim Network Information,Victim,"['victim.n.01', 'victim.n.02']"
T1590,Gather Victim Network Information,Network,"['network.n.04', 'network.n.05']"
T1590,Gather Victim Network Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
T1590.001,Domain Properties,Domain,[]
T1590.001,Domain Properties,Properties,"['property.n.02', 'property.n.04']"
T1590.002,DNS,DNS,[]
T1590.003,Network Trust Dependencies,Network,"['network.n.04', 'network.n.05']"
T1590.003,Network Trust Dependencies,Trust,"['trust.n.03', 'faith.n.02', 'confidence.n.04', 'trust.v.01', 'trust.v.02', 'entrust.v.01']"
T1590.003,Network Trust Dependencies,Dependencies,['dependence.n.01']
T1590.004,Network Topology,Network,"['network.n.04', 'network.n.05']"
T1590.004,Network Topology,Topology,['topology.n.04']
T1590.005,IP Addresses,IP,['information_science.n.01']
T1590.005,IP Addresses,Addresses,"['address.n.01', 'address.n.02', 'address.v.03', 'address.v.07']"
T1590.006,Network Security Appliances,Network,"['network.n.01', 'network.n.04', 'network.n.05']"
T1590.006,Network Security Appliances,Security,"['security.n.01', 'security.n.03', 'security.n.06', 'security_system.n.02', 'security.n.09']"
T1590.006,Network Security Appliances,Appliances,['appliance.n.01']
T1591,Gather Victim Org Information,Gather,"['gather.n.02', 'gather.v.01', 'accumulate.v.02', 'gain.v.07']"
T1591,Gather Victim Org Information,Victim,"['victim.n.01', 'victim.n.02']"
T1591,Gather Victim Org Information,Org,[]
T1591,Gather Victim Org Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
T1591.001,Determine Physical Locations,Determine,"['determine.v.01', 'determine.v.08']"
T1591.001,Determine Physical Locations,Physical,['physical.s.07']
T1591.001,Determine Physical Locations,Locations,"['location.n.01', 'localization.n.01']"
T1591.002,Business Relationships,Business,"['business.n.01', 'commercial_enterprise.n.02', 'business.n.07', 'clientele.n.01']"
T1591.002,Business Relationships,Relationships,"['relationship.n.01', 'relationship.n.02', 'relationship.n.03']"
T1591.003,Identify Business Tempo,Identify,"['identify.v.01', 'name.v.02']"
T1591.003,Identify Business Tempo,Business,"['business.n.01', 'commercial_enterprise.n.02', 'business.n.07', 'clientele.n.01']"
T1591.003,Identify Business Tempo,Tempo,['tempo.n.02']
T1591.004,Identify Roles,Identify,"['identify.v.01', 'name.v.02']"
T1591.004,Identify Roles,Roles,"['function.n.03', 'function.n.02']"
T1592,Gather Victim Host Information,Gather,"['gather.n.02', 'gather.v.01', 'accumulate.v.02', 'gain.v.07']"
T1592,Gather Victim Host Information,Victim,"['victim.n.01', 'victim.n.02']"
T1592,Gather Victim Host Information,Host,['server.n.03']
T1592,Gather Victim Host Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
T1592.001,Hardware,Hardware,['hardware.n.03']
T1592.002,Software,Software,['software.n.01']
T1592.003,Firmware,Firmware,['firmware.n.01']
T1592.004,Client Configurations,Client,['node.n.08']
T1592.004,Client Configurations,Configurations,['configuration.n.01']
T1593,Search Open Websites/Domains,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02', 'search.v.04']"
T1593,Search Open Websites/Domains,Open,"['open.n.04', 'open.s.04', 'open.s.07', 'open.s.17']"
T1593,Search Open Websites/Domains,Websites,['web_site.n.01']
T1593,Search Open Websites/Domains,/,[]
T1593,Search Open Websites/Domains,Domains,[]
T1593.001,Social Media,Social,['social.a.01']
T1593.001,Social Media,Media,"['medium.n.01', 'medium.n.10']"
T1593.002,Search Engines,Search,"['search.n.01', 'search.n.02', 'search.n.03', 'search.v.01', 'search.v.02']"
T1593.002,Search Engines,Engines,['engine.n.02']
T1594,Search Victim-Owned Websites,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02']"
T1594,Search Victim-Owned Websites,Victim,"['victim.n.01', 'victim.n.02']"
T1594,Search Victim-Owned Websites,-,[]
T1594,Search Victim-Owned Websites,Owned,"['own.v.01', 'owned.a.01']"
T1594,Search Victim-Owned Websites,Websites,['web_site.n.01']
T1595,Active Scanning,Active,"['active.a.03', 'active.s.04', 'active.a.05', 'active.a.06', 'active.a.07']"
T1595,Active Scanning,Scanning,"['scan.v.01', 'scan.v.02', 'scan.v.03']"
T1595.001,Scanning IP Blocks,Scanning,"['scan.v.01', 'scan.v.02', 'scan.v.03']"
T1595.001,Scanning IP Blocks,IP,['information_science.n.01']
T1595.001,Scanning IP Blocks,Blocks,"['block.n.04', 'block.n.06']"
T1595.002,Vulnerability Scanning,Vulnerability,"['vulnerability.n.01', 'vulnerability.n.02']"
T1595.002,Vulnerability Scanning,Scanning,"['scan.v.01', 'scan.v.02', 'scan.v.03']"
T1596,Search Open Technical Databases,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02', 'search.v.04']"
T1596,Search Open Technical Databases,Open,"['open.n.04', 'open.s.04', 'open.s.07', 'open.s.17']"
T1596,Search Open Technical Databases,Technical,"['technical.a.01', 'technical.a.02', 'technical.a.03', 'technical.s.04']"
T1596,Search Open Technical Databases,Databases,['database.n.01']
T1596.001,DNS/Passive DNS,DNS,[]
T1596.001,DNS/Passive DNS,/,[]
T1596.001,DNS/Passive DNS,Passive,['passive.a.01']
T1596.001,DNS/Passive DNS,DNS,[]
T1596.002,WHOIS,WHOIS,[]
T1596.003,Digital Certificates,Digital,['digital.a.03']
T1596.003,Digital Certificates,Certificates,"['certificate.n.01', 'certificate.v.02']"
T1596.004,CDNs,CDNs,[]
T1596.005,Scan Databases,Scan,"['scan.n.01', 'scan.v.01', 'scan.v.02', 'scan.v.03']"
T1596.005,Scan Databases,Databases,['database.n.01']
T1597,Search Closed Sources,Search,"['search.n.01', 'search.n.03', 'search.v.01', 'search.v.02', 'search.v.04']"
T1597,Search Closed Sources,Closed,"['closed.a.01', 'closed.s.05', 'closed.s.07', 'closed.s.09']"
T1597,Search Closed Sources,Sources,"['source.n.02', 'source.n.03', 'source.n.04', 'informant.n.01', 'reference.n.08', 'source.v.02']"
T1597.001,Threat Intel Vendors,Threat,"['menace.n.01', 'threat.n.02', 'threat.n.03']"
T1597.001,Threat Intel Vendors,Intel,[]
T1597.001,Threat Intel Vendors,Vendors,['seller.n.01']
T1597.002,Purchase Technical Data,Purchase,"['purchase.n.01', 'purchase.n.02', 'buy.v.01']"
T1597.002,Purchase Technical Data,Technical,"['technical.a.01', 'technical.a.02', 'technical.a.03', 'technical.s.04']"
T1597.002,Purchase Technical Data,Data,"['data.n.01', 'datum.n.01']"
T1598,Phishing for Information,Phishing,[]
T1598,Phishing for Information,for,[]
T1598,Phishing for Information,Information,"['information.n.01', 'information.n.02', 'data.n.01']"
T1598.001,Spearphishing Service,Spearphishing,[]
T1598.001,Spearphishing Service,Service,[]
T1598.002,Spearphishing Attachment,Spearphishing,[]
T1598.002,Spearphishing Attachment,Attachment,"['attachment.n.02', 'attachment.n.06']"
T1598.003,Spearphishing Link,Spearphishing,[]
T1598.003,Spearphishing Link,Link,['link.n.06']
T1599,Network Boundary Bridging,Network,"['network.n.04', 'network.n.05']"
T1599,Network Boundary Bridging,Boundary,"['boundary.n.01', 'boundary.n.02']"
T1599,Network Boundary Bridging,Bridging,"['bridge.v.01', 'bridge.v.02', 'bridge.v.03']"
T1599.001,Network Address Translation Traversal,Network,"['network.n.04', 'network.n.05']"
T1599.001,Network Address Translation Traversal,Address,"['address.n.01', 'address.n.02', 'address.v.03', 'address.v.07']"
T1599.001,Network Address Translation Traversal,Translation,['translation.n.01']
T1599.001,Network Address Translation Traversal,Traversal,['traversal.n.02']
T1600,Weaken Encryption,Weaken,"['weaken.v.01', 'sabotage.v.01', 'dampen.v.07']"
T1600,Weaken Encryption,Encryption,['encoding.n.01']
T1600.001,Reduce Key Space,Reduce,"['reduce.v.01', 'reduce.v.03', 'shrink.v.03', 'reduce.v.08', 'reduce.v.09', 'reduce.v.11', 'abridge.v.01']"
T1600.001,Reduce Key Space,Key,['key.n.12']
T1600.001,Reduce Key Space,Space,['space.n.03']
T1600.002,Disable Crypto Hardware,Disable,['disable.v.01']
T1600.002,Disable Crypto Hardware,Crypto,[]
T1600.002,Disable Crypto Hardware,Hardware,['hardware.n.03']
T1601,Modify System Image,Modify,['change.v.01']
T1601,Modify System Image,System,['system.n.01']
T1601,Modify System Image,Image,[]
T1601.001,Patch System Image,Patch,"['patch.n.05', 'patch.v.03', 'piece.v.05']"
T1601.001,Patch System Image,System,['system.n.01']
T1601.001,Patch System Image,Image,[]
T1601.002,Downgrade System Image,Downgrade,['downgrade.v.01']
T1601.002,Downgrade System Image,System,['system.n.01']
T1601.002,Downgrade System Image,Image,[]
T1602,Data from Configuration Repository,Data,"['data.n.01', 'datum.n.01']"
T1602,Data from Configuration Repository,from,[]
T1602,Data from Configuration Repository,Configuration,['configuration.n.01']
T1602,Data from Configuration Repository,Repository,['depository.n.01']
T1602.001,SNMP (MIB Dump),SNMP,[]
T1602.001,SNMP (MIB Dump),(,[]
T1602.001,SNMP (MIB Dump),MIB,['megabyte.n.02']
T1602.001,SNMP (MIB Dump),Dump,"['dump.n.03', 'dump.v.01', 'dump.v.04']"
T1602.001,SNMP (MIB Dump),),[]
T1602.002,Network Device Configuration Dump,Network,"['network.n.04', 'network.n.05']"
T1602.002,Network Device Configuration Dump,Device,['device.n.01']
T1602.002,Network Device Configuration Dump,Configuration,['configuration.n.01']
T1602.002,Network Device Configuration Dump,Dump,"['dump.n.03', 'dump.v.01', 'dump.v.04']"
T1606,Forge Web Credentials,Forge,"['forge.v.02', 'shape.v.02']"
T1606,Forge Web Credentials,Web,"['network.n.01', 'world_wide_web.n.01']"
T1606,Forge Web Credentials,Credentials,"['certificate.n.01', 'certificate.n.01']"
T1606.001,Web Cookies,Web,"['network.n.01', 'world_wide_web.n.01']"
T1606.001,Web Cookies,Cookies,['cookie.n.03']
T1606.002,SAML Tokens,SAML,[]
T1606.002,SAML Tokens,Tokens,['token.n.01']
T1608,Stage Capabilities,Stage,"['phase.n.01', 'stage.n.06', 'stage.v.02']"
T1608,Stage Capabilities,Capabilities,"['capability.n.01', 'capability.n.03']"
T1608.001,Upload Malware,Upload,['upload.v.01']
T1608.001,Upload Malware,Malware,[]
T1608.002,Upload Tool,Upload,['upload.v.01']
T1608.002,Upload Tool,Tool,"['tool.n.01', 'instrument.n.02']"
T1608.003,Install Digital Certificate,Install,['install.v.01']
T1608.003,Install Digital Certificate,Digital,['digital.a.03']
T1608.003,Install Digital Certificate,Certificate,"['certificate.n.01', 'certificate.v.02']"
T1608.004,Drive-by Target,Drive,[]
T1608.004,Drive-by Target,-,[]
T1608.004,Drive-by Target,by,[]
T1608.004,Drive-by Target,Target,"['prey.n.01', 'target.n.03', 'aim.n.02']"
T1608.005,Link Target,Link,['link.n.06']
T1608.005,Link Target,Target,"['prey.n.01', 'target.n.03', 'aim.n.02']"
T1609,Container Administration Command,Container,['container.n.01']
T1609,Container Administration Command,Administration,['administration.n.01']
T1609,Container Administration Command,Command,['instruction.n.04']
T1610,Deploy Container,Deploy,['deploy.v.02']
T1610,Deploy Container,Container,['container.n.01']
T1611,Escape to Host,Escape,"['escape.n.01', 'escape.n.04', 'escape.n.05', 'escape.v.01']"
T1611,Escape to Host,to,[]
T1611,Escape to Host,Host,['server.n.03']
T1612,Build Image on Host,Build,"['construct.v.01', 'build_up.v.02', 'build.v.05', 'build.v.06', 'build.v.07', 'build.v.10']"
T1612,Build Image on Host,Image,[]
T1612,Build Image on Host,on,[]
T1612,Build Image on Host,Host,['server.n.03']
T1613,Container and Resource Discovery,Container,['container.n.01']
T1613,Container and Resource Discovery,and,[]
T1613,Container and Resource Discovery,Resource,"['resource.n.01', 'resource.n.02']"
T1613,Container and Resource Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1614,System Location Discovery,System,['system.n.01']
T1614,System Location Discovery,Location,"['location.n.01', 'localization.n.01']"
T1614,System Location Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1614.001,System Language Discovery,System,['system.n.01']
T1614.001,System Language Discovery,Language,['language.n.01']
T1614.001,System Language Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1615,Group Policy Discovery,Group,['group.n.01']
T1615,Group Policy Discovery,Policy,['policy.n.01']
T1615,Group Policy Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1619,Cloud Storage Object Discovery,Cloud,[]
T1619,Cloud Storage Object Discovery,Storage,"['storage.n.01', 'storehouse.n.01', 'storage.n.03', 'storage.n.04', 'memory.n.04']"
T1619,Cloud Storage Object Discovery,Object,['object.n.05']
T1619,Cloud Storage Object Discovery,Discovery,"['discovery.n.01', 'discovery.n.02']"
T1620,Reflective Code Loading,Reflective,['reflective.a.02']
T1620,Reflective Code Loading,Code,['code.n.03']
T1620,Reflective Code Loading,Loading,['load.v.03']
TA0001,Initial Access,Initial,['initial.s.01']
TA0001,Initial Access,Access,"['entree.n.02', 'access.n.02', 'access.n.05', 'access.n.06', 'access.v.01', 'access.v.02']"
